system_id,image_id,file,first_author,year,source_journal,publisher,open_access,arxiv,bibcode,license_class,restrictive_venue,permission_status
l1489-irs,l1489-irs_edisk,images/l1489-irs/l1489-irs_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
l1489-irs,l1489-irs_nicmos1999,images/l1489-irs/l1489-irs_nicmos1999.png,Padgett,1999,"AJ 117, 1490",AAS/IOP,green-oa,astro-ph/9902101,1999AJ....117.1490P,arxiv-preprint-figure,,not-needed
l1527-irs,l1527-irs_edisk,images/l1527-irs/l1527-irs_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
l1527-irs,l1527-irs_vla-7mm,images/l1527-irs/l1527-irs_vla-7mm.png,Sheehan,2022,"ApJ 934, 95",AAS/IOP,green-oa,2206.13548,2022ApJ...934...95S,arxiv-preprint-figure,,not-needed
l1551-irs-5,l1551-irs-5_alma2019,images/l1551-irs-5/l1551-irs-5_alma2019.png,Cruz-Saenz de Miera,2019,ApJ,AAS/IOP,green-oa,1908.04649,2019ApJ...882L...4C,arxiv-preprint-figure,,not-needed
l1551-irs-5,l1551-irs-5_bima2000,images/l1551-irs-5/l1551-irs-5_bima2000.png,Looney,2000,"ApJ 529, 477",AAS/IOP,green-oa,astro-ph/9908301,2000ApJ...529..477L,arxiv-preprint-figure,,not-needed
l2-puppis,l2-puppis_alma2016,images/l2-puppis/l2-puppis_alma2016.png,Kervella,2016,A&A,EDP Sciences,hybrid,1611.06231,2016A&A...596A..92K,arxiv-preprint-figure,,not-needed
l2-puppis,l2-puppis_zimpol-v,images/l2-puppis/l2-puppis_zimpol-v.png,Kervella,2015,"A&A 578, A77",EDP Sciences,hybrid,1511.04448,2015A&A...578A..77K,arxiv-preprint-figure,,not-needed
l2-puppis,l2-puppis_zimpol-nr,images/l2-puppis/l2-puppis_zimpol-nr.png,Kervella,2015,"A&A 578, A77",EDP Sciences,hybrid,1511.04448,2015A&A...578A..77K,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_exoalma,images/lkca-15/lkca-15_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_seeds2014,images/lkca-15/lkca-15_seeds2014.png,Thalmann,2014,"A&A 566, A51",EDP Sciences,hybrid,1402.1766,2014A&A...566A..51T,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_sphere-taurus,images/lkca-15/lkca-15_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_sphere-ks-rdi,images/lkca-15/lkca-15_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_seeds,images/lkca-15/lkca-15_seeds.png,Thalmann,2010,"ApJL 718, L87",AAS/IOP,green-oa,1005.5162,2010ApJ...718L..87T,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_alice-f110w,images/lkca-15/lkca-15_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
lkca-15,lkca-15_keck-vortex-2024,images/lkca-15/lkca-15_keck-vortex-2024.png,Wallack,2024,"AJ 168, 78",AAS/IOP,green-oa,2408.04048,2024AJ....168...78W,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_alma-band3-2025,images/lkca-15/lkca-15_alma-band3-2025.png,Sierra,2025,"MNRAS 538, 2358",OUP,hybrid,2503.03336,2025MNRAS.538.2358S,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_sma2011,images/lkca-15/lkca-15_sma2011.png,Andrews,2011,"ApJ, 732, 42",AAS/IOP,green-oa,1103.0284,2011ApJ...732...42A,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_sphere-ks-qphi,images/lkca-15/lkca-15_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_magao2022,images/lkca-15/lkca-15_magao2022.png,Follette,2023,AJ,AAS/IOP,green-oa,2211.02109,2023AJ....165..225F,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_exoalma-co,images/lkca-15/lkca-15_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
lkca-15,lkca-15_sallum2023-lbt-nrm,images/lkca-15/lkca-15_sallum2023-lbt-nrm.png,Sallum,2023,"ApJ 953, 55",AAS/IOP,green-oa,2306.15069,2023ApJ...953...55S,arxiv-preprint-figure,,not-needed
lkha-233,lkha-233_hstfoc1995,images/lkha-233/lkha-233_hstfoc1995.png,Marin,2025,A&A,EDP Sciences,hybrid,2505.16731,2025A&A...699A.120M,arxiv-preprint-figure,,not-needed
lkha-263c,lkha-263c_jedice,images/lkha-263c/lkha-263c_jedice.png,Bergner,2026,"ApJ 1002, 17",AAS/IOP,green-oa,2603.18163,2026ApJ..1002...17B,arxiv-preprint-figure,,not-needed
lkha-330,lkha-330_sphere-ks-rdi,images/lkha-330/lkha-330_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
lkha-330,lkha-330_seeds,images/lkha-330/lkha-330_seeds.png,Tamura,2016,"Proc. Japan Acad. Ser. B 92, 45",unknown,unknown,,2016PJAB...92...45T,publisher-pdf,,not-needed
lkha-330,lkha-330_keck-vortex-2024,images/lkha-330/lkha-330_keck-vortex-2024.png,Wallack,2024,"AJ 168, 78",AAS/IOP,green-oa,2408.04048,2024AJ....168...78W,arxiv-preprint-figure,,not-needed
lkha-330,lkha-330_alma2022,images/lkha-330/lkha-330_alma2022.png,Pinilla,2022,"Astronomy & Astrophysics (A&A 665, A128)",EDP Sciences,hybrid,2206.09975,2022A&A...665A.128P,arxiv-preprint-figure,,not-needed
lkha-330,lkha-330_sphere-pinilla22,images/lkha-330/lkha-330_sphere-pinilla22.png,Pinilla,2022,A&A (2022),EDP Sciences,hybrid,2206.09975,2022A&A...665A.128P,arxiv-preprint-figure,,not-needed
lkha-330,lkha-330_sphere-ks-qphi,images/lkha-330/lkha-330_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
lkha-345,lkha-345_nircensus,images/lkha-345/lkha-345_nircensus.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
lkha-348,lkha-348_nircensus,images/lkha-348/lkha-348_nircensus.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
lspm-j1446,lspm-j1446_nirc2-uyama25,images/lspm-j1446/lspm-j1446_nirc2-uyama25.png,Uyama,2025,AJ (2025),AAS/IOP,green-oa,2509.13587,2025AJ....170..272U,arxiv-preprint-figure,,not-needed
lup-160703,lup-160703_alma-martinien,images/lup-160703/lup-160703_alma-martinien.png,Martinien,2026,A&A (2026),EDP Sciences,hybrid,2604.11247,2026A&A...710A.140M,arxiv-preprint-figure,,not-needed
lup-160708,lup-160708_alma-martinien,images/lup-160708/lup-160708_alma-martinien.png,Martinien,2026,A&A (2026),EDP Sciences,hybrid,2604.11247,2026A&A...710A.140M,arxiv-preprint-figure,,not-needed
mwc-297,mwc-297_gemini-lights,images/mwc-297/mwc-297_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
mwc-297,mwc-297_lbti2020,images/mwc-297/mwc-297_lbti2020.png,Sallum,2020,"AJ 161, 28 (2021)",AAS/IOP,green-oa,2011.07082,2021AJ....161...28S,arxiv-preprint-figure,,not-needed
mwc-297,mwc-297_sphere2020,images/mwc-297/mwc-297_sphere2020.png,Ubeira-Gabellini,2020,"ApJL 890, L8",AAS/IOP,green-oa,2002.01946,2020ApJ...890L...8U,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_taurus-long2018,images/mwc-480/mwc-480_taurus-long2018.png,Long,2018,"ApJ 869, 17",AAS/IOP,green-oa,1810.06044,2018ApJ...869...17L,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_sphere-taurus,images/mwc-480/mwc-480_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_seeds,images/mwc-480/mwc-480_seeds.png,Kusakabe,2012,"ApJ 753, 153",AAS/IOP,green-oa,1205.3159,2012ApJ...753..153K,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_scexao-mullin,images/mwc-480/mwc-480_scexao-mullin.png,Mullin,2026,AJ (2026),AAS/IOP,green-oa,2602.20346,2026AJ....171..241M,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_alma-maps2021,images/mwc-480/mwc-480_alma-maps2021.png,Oberg,2021,"ApJS, 257, 1",AAS/IOP,green-oa,2109.06268,2021ApJS..257....1O,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_bima2006,images/mwc-480/mwc-480_bima2006.png,Hamidouche,2006,"ApJ 651, 321",AAS/IOP,green-oa,astro-ph/0607232,2006ApJ...651..321H,arxiv-preprint-figure,,not-needed
mwc-480,mwc-480_sphere-ks-qphi,images/mwc-480/mwc-480_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
mwc-614,mwc-614_gemini-lights,images/mwc-614/mwc-614_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
mwc-614,mwc-614_zimpol2018,images/mwc-614/mwc-614_zimpol2018.png,Kluska,2018,"ApJ 855, 44",AAS/IOP,green-oa,1803.02419,2018ApJ...855...44K,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_exoalma,images/mwc-758/mwc-758_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_alma2018,images/mwc-758/mwc-758_alma2018.png,Dong,2018,"ApJ 860, 124",AAS/IOP,green-oa,1805.12141,2018ApJ...860..124D,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_sphere2015,images/mwc-758/mwc-758_sphere2015.png,Benisty,2015,"A&A 578, L6",EDP Sciences,hybrid,1505.05325,2015A&A...578L...6B,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_sphere-taurus,images/mwc-758/mwc-758_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_sphere-ks-rdi,images/mwc-758/mwc-758_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_seeds,images/mwc-758/mwc-758_seeds.png,Grady,2013,"ApJ 762, 48",AAS/IOP,green-oa,1212.1466,2013ApJ...762...48G,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_alice-f110w,images/mwc-758/mwc-758_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
mwc-758,mwc-758_keck-vortex-2024,images/mwc-758/mwc-758_keck-vortex-2024.png,Wallack,2024,"AJ 168, 78",AAS/IOP,green-oa,2408.04048,2024AJ....168...78W,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_jwst2024,images/mwc-758/mwc-758_jwst2024.png,Wagner,2024,The Astronomical Journal,AAS/IOP,green-oa,2401.02830,2024AJ....167..181W,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_lbti2019-lp,images/mwc-758/mwc-758_lbti2019-lp.png,Wagner,2019,ApJ,AAS/IOP,green-oa,1907.06655,2019ApJ...882...20W,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_lbti2019-mp,images/mwc-758/mwc-758_lbti2019-mp.png,Wagner,2019,ApJ,AAS/IOP,green-oa,1907.06655,2019ApJ...882...20W,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_lbti2023,images/mwc-758/mwc-758_lbti2023.png,Wagner,2023,Nature Astronomy,Springer Nature,restrictive,2307.04021,2023NatAs...7.1208W,arxiv-preprint-figure,Y,not-needed
mwc-758,mwc-758_sphere-ks-qphi,images/mwc-758/mwc-758_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_sphere-rdi-xie22,images/mwc-758/mwc-758_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_exoalma-co,images/mwc-758/mwc-758_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_nicmos-ren18,images/mwc-758/mwc-758_nicmos-ren18.png,Ren,2018,ApJL,AAS/IOP,green-oa,1803.06776,2018ApJ...857L...9R,arxiv-preprint-figure,,not-needed
mwc-758,mwc-758_ren2020,images/mwc-758/mwc-758_ren2020.png,Ren,2020,ApJL,AAS/IOP,green-oa,2007.04980,2020ApJ...898L..38R,arxiv-preprint-figure,,not-needed
mwc-789,mwc-789_gemini-lights,images/mwc-789/mwc-789_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
my-lup,my-lup_dsharp,images/my-lup/my-lup_dsharp.png,Andrews,2018,"ApJL 869, L41",AAS/IOP,green-oa,1812.04040,2018ApJ...869L..41A,arxiv-preprint-figure,,not-needed
my-lup,my-lup_dartts-s,images/my-lup/my-lup_dartts-s.png,Avenhaus,2018,"ApJ 863, 44",AAS/IOP,green-oa,1803.10882,2018ApJ...863...44A,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_sphere2015,images/ngc-1068/ngc-1068_sphere2015.png,Gratadour,2015,"A&A 581, L8",EDP Sciences,hybrid,,2015A&A...581L...8G,publisher-pdf,,not-needed
ngc-1068,ngc-1068_sphere2019-ks,images/ngc-1068/ngc-1068_sphere2019-ks.png,Rouan,2019,"A&A 625, A100",EDP Sciences,hybrid,1809.10254,2019A&A...625A.100R,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_sphere2019-h,images/ngc-1068/ngc-1068_sphere2019-h.png,Rouan,2019,"A&A 625, A100",EDP Sciences,hybrid,1809.10254,2019A&A...625A.100R,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_sphere2021,images/ngc-1068/ngc-1068_sphere2021.png,Grosset,2021,"A&A 648, A42",EDP Sciences,hybrid,2102.06339,2021A&A...648A..42G,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_gravity2020,images/ngc-1068/ngc-1068_gravity2020.png,GRAVITY Collaboration,2020,Astronomy & Astrophysics,EDP Sciences,hybrid,1912.01361,2020A&A...634A...1G,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_alma2016,images/ngc-1068/ngc-1068_alma2016.png,Garcia-Burillo,2016,"ApJL 823, L12",AAS/IOP,green-oa,1604.00205,2016ApJ...823L..12G,arxiv-preprint-figure,,not-needed
ngc-1068,ngc-1068_vla1996,images/ngc-1068/ngc-1068_vla1996.png,Gallimore,1996,"ApJ 458, 136",AAS/IOP,green-oa,,1996ApJ...458..136G,publisher-pdf,,not-needed
ny-ori,ny-ori_zurlo2024,images/ny-ori/ny-ori_zurlo2024.png,Zurlo,2024,"A&A 686, A309",EDP Sciences,hybrid,2403.12124,2024A&A...686A.309Z,arxiv-preprint-figure,,not-needed
oph-162305,oph-162305_alma-martinien,images/oph-162305/oph-162305_alma-martinien.png,Martinien,2026,A&A (2026),EDP Sciences,hybrid,2604.11247,2026A&A...710A.140M,arxiv-preprint-figure,,not-needed
oph-162305,oph-162305_alma-agepro,images/oph-162305/oph-162305_alma-agepro.png,Ruiz-Rodriguez,2025,"ApJ 989, 2",AAS/IOP,green-oa,2506.10731,2025ApJ...989....2R,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_edgeon-alma2020,images/oph-163131/oph-163131_edgeon-alma2020.png,Villenave,2020,"A&A 642, A164",EDP Sciences,hybrid,2008.06518,2020A&A...642A.164V,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_alma2022,images/oph-163131/oph-163131_alma2022.png,Villenave,2022,"ApJ 930, 11",AAS/IOP,green-oa,2204.00640,2022ApJ...930...11V,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_alma2022-zoom,images/oph-163131/oph-163131_alma2022-zoom.png,Villenave,2022,"ApJ 930, 11",AAS/IOP,green-oa,2204.00640,2022ApJ...930...11V,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_jwst2024,images/oph-163131/oph-163131_jwst2024.png,Villenave,2024,"ApJ 975, 235",AAS/IOP,green-oa,2410.00156,2024ApJ...975..235V,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_hst2021,images/oph-163131/oph-163131_hst2021.png,Wolff,2021,"The Astronomical Journal, 161, 238",AAS/IOP,green-oa,2103.02665,2021AJ....161..238W,arxiv-preprint-figure,,not-needed
oph-163131,oph-163131_keck2021,images/oph-163131/oph-163131_keck2021.png,Wolff,2021,"The Astronomical Journal, 161, 238",AAS/IOP,green-oa,2103.02665,2021AJ....161..238W,arxiv-preprint-figure,,not-needed
oph-irs-44,oph-irs-44_alma2026,images/oph-irs-44/oph-irs-44_alma2026.png,Artur de la Villarmois,2026,A&A,EDP Sciences,hybrid,2601.04108,2026A&A...706A.256A,arxiv-preprint-figure,,not-needed
oph-irs-48,oph-irs-48_alma2013,images/oph-irs-48/oph-irs-48_alma2013.png,van der Marel,2013,"Science 340, 1199",AAAS,restrictive,1306.1768,2013Sci...340.1199V,arxiv-preprint-figure,Y,not-needed
oph-irs-48,oph-irs-48_seeds,images/oph-irs-48/oph-irs-48_seeds.png,Follette,2015,"ApJ 798, 132",AAS/IOP,green-oa,1411.0671,2015ApJ...798..132F,arxiv-preprint-figure,,not-needed
oph-irs-48,oph-irs-48_sma2012,images/oph-irs-48/oph-irs-48_sma2012.png,Brown,2012,"The Astrophysical Journal Letters, 758, L30",AAS/IOP,green-oa,1209.1641,2012ApJ...758L..30B,arxiv-preprint-figure,,not-needed
oph-irs-48,oph-irs-48_comics2018,images/oph-irs-48/oph-irs-48_comics2018.png,Honda,2018,"Publications of the Astronomical Society of Japan, 70, 44",AAS/IOP,green-oa,1804.02145,2018PASJ...70...44H,arxiv-preprint-figure,,not-needed
oph-irs-48,oph-irs-48_naco2017,images/oph-irs-48/oph-irs-48_naco2017.png,Schworer,2017,"ApJ 842, 77",AAS/IOP,green-oa,1706.06678,2017ApJ...842...77S,arxiv-preprint-figure,,not-needed
oph-irs-48,oph-irs-48_vla2015,images/oph-irs-48/oph-irs-48_vla2015.png,van der Marel,2015,"ApJL 810, L7",AAS/IOP,green-oa,1508.01003,2015ApJ...810L...7V,arxiv-preprint-figure,,not-needed
oph-irs43,oph-irs43_edisk,images/oph-irs43/oph-irs43_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
orion-src-i,orion-src-i_alma2021,images/orion-src-i/orion-src-i_alma2021.png,Wright,2022,"ApJ 924, 107",AAS/IOP,green-oa,2110.13838,2022ApJ...924..107W,arxiv-preprint-figure,,not-needed
pds-110,pds-110_destinys-orion,images/pds-110/pds-110_destinys-orion.png,Valegard,2024,"A&A 685, A54",EDP Sciences,hybrid,2403.02156,2024A&A...685A..54V,arxiv-preprint-figure,,not-needed
pds-113,pds-113_destinys-orion,images/pds-113/pds-113_destinys-orion.png,Valegard,2024,"A&A 685, A54",EDP Sciences,hybrid,2403.02156,2024A&A...685A..54V,arxiv-preprint-figure,,not-needed
pds-144-n,pds-144-n_alma-martinien,images/pds-144-n/pds-144-n_alma-martinien.png,Martinien,2026,A&A (2026),EDP Sciences,hybrid,2604.11247,2026A&A...710A.140M,arxiv-preprint-figure,,not-needed
pds-144-n,pds-144-n_nirc22006,images/pds-144-n/pds-144-n_nirc22006.png,Perrin,2006,ApJ,AAS/IOP,green-oa,astro-ph/0603667,2006ApJ...645.1272P,arxiv-preprint-figure,,not-needed
pds-144-n,pds-144-n_acsstis2011,images/pds-144-n/pds-144-n_acsstis2011.png,Hornbeck,2012,"ApJ 744, 54",AAS/IOP,green-oa,1201.0173,2012ApJ...744...54H,arxiv-preprint-figure,,not-needed
pds-144-n,pds-144-n_nicmos-go11155-1um,images/pds-144-n/pds-144-n_nicmos-go11155-1um.png,Perrin,2009,AAS Meeting 213 (poster),AAS (abstract),green-oa,,2009AAS...21340903P,publisher-pdf,,not-needed
pds-144-n,pds-144-n_nicmos-go11155-pol2um,images/pds-144-n/pds-144-n_nicmos-go11155-pol2um.png,Perrin,2009,AAS Meeting 213 (poster),AAS (abstract),green-oa,,2009AAS...21340903P,publisher-pdf,,not-needed
pds-201,pds-201_sphere-ks-rdi,images/pds-201/pds-201_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
pds-201,pds-201_destinys-orion,images/pds-201/pds-201_destinys-orion.png,Valegard,2024,"A&A 685, A54",EDP Sciences,hybrid,2403.02156,2024A&A...685A..54V,arxiv-preprint-figure,,not-needed
pds-201,pds-201_lbti-ks,images/pds-201/pds-201_lbti-ks.png,Wagner,2020,"AJ 159, 252",AAS/IOP,green-oa,2004.06157,2020AJ....159..252W,arxiv-preprint-figure,,not-needed
pds-201,pds-201_lbti-lprime,images/pds-201/pds-201_lbti-lprime.png,Wagner,2020,"AJ 159, 252",AAS/IOP,green-oa,2004.06157,2020AJ....159..252W,arxiv-preprint-figure,,not-needed
pds-201,pds-201_lbti-lprime-vapp,images/pds-201/pds-201_lbti-lprime-vapp.png,Wagner,2020,"AJ 159, 252",AAS/IOP,green-oa,2004.06157,2020AJ....159..252W,arxiv-preprint-figure,,not-needed
pds-201,pds-201_sphere-ks-qphi,images/pds-201/pds-201_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
pds-201,pds-201_dikl-klip,images/pds-201/pds-201_dikl-klip.png,Ren,2023,"A&A 679, A18",EDP Sciences,hybrid,2308.16912,2023A&A...679A..18R,arxiv-preprint-figure,,not-needed
pds-201,pds-201_dikl-dikl,images/pds-201/pds-201_dikl-dikl.png,Ren,2023,"A&A 679, A18",EDP Sciences,hybrid,2308.16912,2023A&A...679A..18R,arxiv-preprint-figure,,not-needed
pds-277,pds-277_destinys,images/pds-277/pds-277_destinys.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
pds-415,pds-415_destinys,images/pds-415/pds-415_destinys.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
pds-453,pds-453_sphere2018,images/pds-453/pds-453_sphere2018.png,Martinien,2024,"A&A 692, A111",EDP Sciences,hybrid,2411.04741,2024A&A...692A.111M,arxiv-preprint-figure,,not-needed
pds-453,pds-453_nicmos-f110w,images/pds-453/pds-453_nicmos-f110w.png,Martinien,2024,"A&A 692, A111",EDP Sciences,hybrid,2411.04741,2024A&A...692A.111M,arxiv-preprint-figure,,not-needed
pds-453,pds-453_nicmos-go11155-pol2um,images/pds-453/pds-453_nicmos-go11155-pol2um.png,Perrin,2009,AAS Meeting 213 (poster),AAS (abstract),green-oa,,2009AAS...21340903P,publisher-pdf,,not-needed
pds-66,pds-66_exoalma,images/pds-66/pds-66_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
pds-66,pds-66_dartts-s,images/pds-66/pds-66_dartts-s.png,Avenhaus,2018,"ApJ 863, 44",AAS/IOP,green-oa,1803.10882,2018ApJ...863...44A,arxiv-preprint-figure,,not-needed
pds-66,pds-66_gemini-lights,images/pds-66/pds-66_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
pds-66,pds-66_sphere-ks-rdi,images/pds-66/pds-66_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
pds-66,pds-66_stis-schneider14,images/pds-66/pds-66_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
pds-66,pds-66_naco-pippin,images/pds-66/pds-66_naco-pippin.png,de Regt,2024,"A&A 684, A73",EDP Sciences,hybrid,2404.02222,2024A&A...684A..73D,arxiv-preprint-figure,,not-needed
pds-66,pds-66_alice-f110w,images/pds-66/pds-66_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
pds-66,pds-66_sphere-ks-qphi,images/pds-66/pds-66_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
pds-66,pds-66_alma3mm2025,images/pds-66/pds-66_alma3mm2025.png,Ribas,2025,"Nature Astronomy 9, 1176",Springer Nature,restrictive,2507.11612,2025NatAs...9.1176R,arxiv-preprint-figure,Y,not-needed
pds-66,pds-66_exoalma-co,images/pds-66/pds-66_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
pds-66,pds-66_gpi_hband,images/pds-66/pds-66_gpi_hband.png,Wolff,2016,ApJ,AAS/IOP,green-oa,1601.07248,2016ApJ...818L..15W,arxiv-preprint-figure,,not-needed
pds-70,pds-70_alma2021,images/pds-70/pds-70_alma2021.png,Benisty,2021,"ApJL 916, L2",AAS/IOP,green-oa,2108.07123,2021ApJ...916L...2B,arxiv-preprint-figure,,not-needed
pds-70,pds-70_sphere2018,images/pds-70/pds-70_sphere2018.png,Keppler,2018,"A&A 617, A44",EDP Sciences,hybrid,1806.11568,2018A&A...617A..44K,arxiv-preprint-figure,,not-needed
pds-70,pds-70_muse2019,images/pds-70/pds-70_muse2019.png,Haffert,2019,"Nature Astronomy 3, 749",Springer Nature,restrictive,1906.01486,2019NatAs...3..749H,arxiv-preprint-figure,Y,not-needed
